#Partida_completa,Orgánica_completa,Funcional_Completa,Económica_completa,Org1_Seccion,Org1_Denominación,Org1_Completa,Org2_Servicio,Org2_Denominación,Org2_Completa,Org3_Centro,Org3_Denominación,Org3_Completa,Ec1_Capítulo,Ec1_Denominación,Ec1_Completa,Ec2_Artículo,Ec2_Denominación,Ec2_Completa,Ec3_Concepto,Ec3_Denominación,Ec3_Completa,Ec4_Subconcepto,Ec4_Denominación,Ec4_Completa,Func1_Grupo,Func1_Denominación,Func1_Completa,Func2_Función,Func2_Denominación,Func2_Completa,Func3_Subfunción,Func3_Denominación,Func3_Completa,Func4_Programa,Func4_Denominación,Func4_Completa,Func5_Subprograma,Func5_Denominación,Func5_Completa,Presupuesto
0101.1811.21400,0101,1811,21400,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",214,ELEMENTOS DE TRANSPORTE,214 ELEMENTOS DE TRANSPORTE,21400,INMOVILIZADO PROPIO,21400 INMOVILIZADO PROPIO,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,7000
0101.1811.21500,0101,1811,21500,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",215,MOBILIARIO Y ENSERES,215 MOBILIARIO Y ENSERES,21500,INMOVILIZADO PROPIO,21500 INMOVILIZADO PROPIO,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,10000
0101.1811.21502,0101,1811,21502,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",215,MOBILIARIO Y ENSERES,215 MOBILIARIO Y ENSERES,21502,CONSERVACION PATRIMONIO,21502 CONSERVACION PATRIMONIO,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,10000
0101.1811.21600,0101,1811,21600,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",216,EQUIPOS PARA PROCESO DE INFORMACION,216 EQUIPOS PARA PROCESO DE INFORMACION,21600,INMOVILIZADO PROPIO,21600 INMOVILIZADO PROPIO,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,50000
0101.1811.22000,0101,1811,22000,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",220,MATERIAL DE OFICINA,220 MATERIAL DE OFICINA,22000,ORDINARIO NO INVENTARIABLE,22000 ORDINARIO NO INVENTARIABLE,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,12000
0101.1811.22001,0101,1811,22001,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",220,MATERIAL DE OFICINA,220 MATERIAL DE OFICINA,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES","22001 PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,4500
0101.1811.22002,0101,1811,22002,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",220,MATERIAL DE OFICINA,220 MATERIAL DE OFICINA,22002,MATERIAL INFORMATICO NO INVENTARIABLE,22002 MATERIAL INFORMATICO NO INVENTARIABLE,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,5000
0101.1811.22003,0101,1811,22003,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",220,MATERIAL DE OFICINA,220 MATERIAL DE OFICINA,22003,PAPEL Y CONSUMIBLES FOTOCOPIADORAS Y FAX,22003 PAPEL Y CONSUMIBLES FOTOCOPIADORAS Y FAX,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,6000
0101.1811.22100,0101,1811,22100,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22100,ENERGIA ELECTRICA,22100 ENERGIA ELECTRICA,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,50000
0101.1811.22101,0101,1811,22101,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22101,AGUA,22101 AGUA,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,500
0101.1811.22103,0101,1811,22103,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22103,COMBUSTIBLES Y CARBURANTES,22103 COMBUSTIBLES Y CARBURANTES,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,15000
0101.1811.22104,0101,1811,22104,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22104,VESTUARIO,22104 VESTUARIO,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,16500
0101.1811.22106,0101,1811,22106,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22106,PRODUCTOS FARMACEUTICOS,22106 PRODUCTOS FARMACEUTICOS,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,120
0101.1811.22107,0101,1811,22107,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22107,MATERIALES ESPECIALES,22107 MATERIALES ESPECIALES,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,3500
0101.1811.22108,0101,1811,22108,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22108,CONSUMIBLES EQUIPOS AUDIO Y VIDEO,22108 CONSUMIBLES EQUIPOS AUDIO Y VIDEO,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,350
0101.1811.22199,0101,1811,22199,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22199,OTROS SUMINISTROS,22199 OTROS SUMINISTROS,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,5000
0101.1811.22200,0101,1811,22200,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",222,COMUNICACIONES,222 COMUNICACIONES,22200,TELEFONICAS,22200 TELEFONICAS,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,69500
0101.1811.22201,0101,1811,22201,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",222,COMUNICACIONES,222 COMUNICACIONES,22201,POSTALES,22201 POSTALES,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,3000
0101.1811.22202,0101,1811,22202,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",222,COMUNICACIONES,222 COMUNICACIONES,22202,TELEGRAFICAS,22202 TELEGRAFICAS,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,100
0101.1811.22204,0101,1811,22204,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",222,COMUNICACIONES,222 COMUNICACIONES,22204,INFORMATICAS,22204 INFORMATICAS,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1500
0101.1811.22299,0101,1811,22299,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",222,COMUNICACIONES,222 COMUNICACIONES,22299,OTRAS,22299 OTRAS,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,27000
0101.1811.22300,0101,1811,22300,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",223,TRANSPORTES,223 TRANSPORTES,22300,TRANSPORTES,22300 TRANSPORTES,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1500
0101.1811.22400,0101,1811,22400,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",224,PRIMAS DE SEGUROS,224 PRIMAS DE SEGUROS,22400,EDIFICIOS Y LOCALES,22400 EDIFICIOS Y LOCALES,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,25000
0101.1811.22401,0101,1811,22401,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",224,PRIMAS DE SEGUROS,224 PRIMAS DE SEGUROS,22401,DE VEHICULOS,22401 DE VEHICULOS,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,3000
0101.1811.22402,0101,1811,22402,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",224,PRIMAS DE SEGUROS,224 PRIMAS DE SEGUROS,22402,DE OTRO INMOVILIZADO,22402 DE OTRO INMOVILIZADO,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,500
0101.1811.22499,0101,1811,22499,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",224,PRIMAS DE SEGUROS,224 PRIMAS DE SEGUROS,22499,OTROS RIESGOS,22499 OTROS RIESGOS,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1500
0101.1811.22500,0101,1811,22500,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",225,TRIBUTOS,225 TRIBUTOS,22500,LOCALES,22500 LOCALES,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURIDICO",181,ALTA DIRECC.DE LA COMUN.AUTÓN.,181 ALTA DIRECC.DE LA COMUN.AUTON.,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1500
